+----------------------------------------------------------+------+---------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------+-----------------+-----------------+----------------+------------+---------------+-----------------+-------------+
| department                                               | year | ken_code      | ken_description                                                                                                                                                                                                                                                                                                                                                                                                     | total_hospitalizations | total_base_cost | total_surcharge | total_revenue  | count_efka | count_private | count_uninsured | count_other |
| Ουρολογική Κλινική                                       | 2024 | Σ20Χ          |  Οξεία λευχαιμία χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                             |                      1 |          988.00 |   -975.00000000 |  4281.33333333 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Δ13Χ          |  Επεμβάσεις στα κάτω άκρα χωρίς έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές χωρίς επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού                                                                                                                                                                                                                                     |                      1 |          915.00 |   -905.00000000 |  2287.50000000 |          0 |             1 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Μ23Α          |  Τοπική εκτομή και αφαίρεση υλικών εσωτερικής οστεοσύνθεσης εκτός ισχίου και μηριαίου                                                                                                                                                                                                                                                                                                                               |                      1 |          661.00 |   -658.00000000 |  1983.00000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Ζ21Α          |  Σοβαρά εγκαύματα                                                                                                                                                                                                                                                                                                                                                                                                   |                      1 |          848.00 |      0.00000000 |   848.00000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Γ21Α          |  Λοιμώξεις του γυναικείου αναπαραγωγικού συστήματος                                                                                                                                                                                                                                                                                                                                                                 |                      1 |          475.00 |   -472.00000000 |   712.50000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Χ20Α          |  Θεραπεία διανοητικών διαταραχών με ηλεκτροσπασμοθεραπεία ιδια μερα                                                                                                                                                                                                                                                                                                                                                 |                      1 |          148.00 |   -146.00000000 |   296.00000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Ε07Α          |  Αλλογενής μεταμόσχευση μυελού οστών                                                                                                                                                                                                                                                                                                                                                                                |                      1 |           26.51 |      0.00000000 |    26.51000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Μ02Μ          |  Μεταφορά μικροαγγειούμενου ιστικού μοσχεύματος ή (Δερματικό μόσχευμα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές) εξαιρουμένης άκρας χείρας                                                                                                                                                                                                                                                      |                      1 |            9.11 |      0.00000000 |     9.11000000 |          0 |             0 |               1 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Τ24Α          |  Νεογνά με βάρος εισαγωγής 1250 -1499 gr χωρίς σημαντική  χειρουργική επέμβαση                                                                                                                                                                                                                                                                                                                                      |                      1 |            5.82 |      0.00000000 |     5.82000000 |          0 |             0 |               1 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Α01Μ          |  Μείζονες επεμβάσεις θώρακος με καταστροφικές  συνυπάρχουσες παθήσεις- επιπλοκές                                                                                                                                                                                                                                                                                                                                    |                      1 |            4.70 |      0.00000000 |     4.70000000 |          0 |             0 |               1 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Π05Μβ         |  Μικρές επεμβάσεις λεπτού και παχέος εντέρου με  σοβαρές ή μεσαίας βαρύτητας  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                    |                      1 |            2.09 |      9.91000000 |     3.58285714 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Η05Χ          |  Διαγνωστικές ηπατοχολικέςπαρεμβάσεις χωρίς καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                       |                      1 |            1.39 |      6.61000000 |     2.78000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Π40Μ          |  Κακοήθεια του γαστρεντερικού με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                  |                      1 |            1.67 |      8.33000000 |     1.85555556 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Μ64Χ          |  Οστεομυελίτιδα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                    |                      1 |            1.18 |     10.82000000 |     1.77000000 |          0 |             1 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | S20Χ          |  Αποκατάσταση χωρίς  καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                               |                      1 |            1.76 |      0.00000000 |     1.76000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2024 | Μ65Χ          |  Κακοήθεις νεοπλασματικοί  όγκοι μυοσκελετικού χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                                                 |                      1 |            1.22 |      0.00000000 |     1.22000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Κ38Χ          |  Συγγενής καρδιοπάθεια χωρίς συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                                                                                       |                      1 |          627.00 |   -621.00000000 |  3762.00000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Υ20Α          |  Ουρηθροσκόπηση                                                                                                                                                                                                                                                                                                                                                                                                     |                      1 |          767.00 |   -760.00000000 |  2684.50000000 |          0 |             0 |               1 |           0 |
| Παθολογική Κλινική                                       | 2024 | Ρ23Α          |  Ιογενής λοιμώξεις                                                                                                                                                                                                                                                                                                                                                                                                  |                      1 |          428.00 |   -419.00000000 |  1926.00000000 |          0 |             0 |               1 |           0 |
| Παθολογική Κλινική                                       | 2024 | Β21Α          |  Καλοήθης υπερτροφία προστάτη                                                                                                                                                                                                                                                                                                                                                                                       |                      1 |          459.00 |   -452.00000000 |  1606.50000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Ν33Α          |  Ιογενής μηνιγγίτιδα                                                                                                                                                                                                                                                                                                                                                                                                |                      1 |          739.00 |   -733.00000000 |  1478.00000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Δ28Χ          |  Μείζονες παθήσεις χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                 |                      1 |          965.00 |      0.00000000 |   965.00000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Φ01Α          |  Μηχανικός αερισμός αναπνοής ή κρανιακές επεμβάσεις για πολλαπλά μείζονα τραύματα                                                                                                                                                                                                                                                                                                                                   |                      1 |           12.20 |      0.00000000 |    12.20000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Κ15Μ          |  Επεμβατικές στεφανιαίες επεμβάσεις χωρίς ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) με τοποθέτηση ενδοπρόθεσης (stent) με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                       |                      1 |            2.73 |      6.27000000 |     6.14250000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Σ02Μ          |  Άλλες νεοπλαστικές δυσλειτουργίες με μείζονες χειρουργικές επεμβάσεις με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                          |                      1 |            5.78 |      0.00000000 |     5.78000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Π02Μ          |  Μείζονες επεμβάσεις λεπτού και παχέος εντέρου με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                 |                      1 |            5.74 |      0.00000000 |     5.74000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Ξ02Μ          |  Λοιπές χειρουργικές επεμβάσεις αίματος και αιμοποιητικών οργάνων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                     |                      1 |            4.66 |      0.00000000 |     4.66000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Χ42Μ          |  Παράνοια και οξεία ψυχωτική διαταραχή με  καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές ή με νομικό καθεστώς ψυχικής υγείας                                                                                                                                                                                                                                                                           |                      1 |            3.27 |      0.00000000 |     3.27000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Μ12Μβ         |  Λοίμωξη / φλεγμονή οστών και αρθρώσεων με διάφορες μυοσκελετικές επεμβάσεις με  καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                   |                      1 |            2.99 |      0.00000000 |     2.99000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Κ18Μ          |  Λοιπές επεμβάσεις με βηματοδότη με συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                                                                                |                      1 |            2.23 |      6.77000000 |     2.86714286 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Π02Χ          |  Μείζονες επεμβάσεις λεπτού και παχέος εντέρου χωρίς καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                              |                      1 |            2.77 |      0.00000000 |     2.77000000 |          0 |             0 |               0 |           1 |
| Παθολογική Κλινική                                       | 2024 | Ρ05Χ          |  Ασθένειες σχετιζόμενες με το HIV χωρίς καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                 |                      1 |            2.14 |      4.86000000 |     2.49666667 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Π44Μ          |  Φλεγμονώδης νόσος εντέρου με  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                   |                      1 |            1.10 |      6.90000000 |     1.76000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Π06Α          |  Επεμβάσεις πυλορομυοτομής                                                                                                                                                                                                                                                                                                                                                                                          |                      1 |            1.04 |      3.96000000 |     1.73333333 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2024 | Κ46Μ          |  Αρρυθμία καρδιακή ανακοπή και διαταραχές  αγωγιμότητας με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                          |                      1 |            1.25 |      0.00000000 |     1.25000000 |          0 |             0 |               1 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Γ21Α          |  Λοιμώξεις του γυναικείου αναπαραγωγικού συστήματος                                                                                                                                                                                                                                                                                                                                                                 |                      1 |          475.00 |   -460.00000000 |  3562.50000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Θ08Α          |  Επεμβάσεις θυρεογλωσσικές                                                                                                                                                                                                                                                                                                                                                                                          |                      1 |          952.00 |   -949.00000000 |  2856.00000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Μ68Χ          |  Μη χειρουργικές παθήσεις νωτιαιου σωλήνα χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                  |                      1 |          731.00 |   -718.00000000 |  2375.75000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Α32Α          |  Αναπνευστικά προβλήματα αναδυόμενα από τη νεογνική περίοδο                                                                                                                                                                                                                                                                                                                                                         |                      1 |          846.00 |      0.00000000 |   846.00000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Κ01Χ          |  Τοποθέτηση  ή αντικατάσταση  εμφυτεύσιμου απινιδωτή ολικό σύστημα χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                             |                      1 |           12.42 |     -7.42000000 |    20.70000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Θ02Χ          |  Επεμβάσεις υποφύσεως χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                      |                      1 |            3.52 |     13.48000000 |     9.97333333 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Κ15Χ          |  Επεμβατικές στεφανιαίες επεμβάσεις χωρίς ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) με τοποθέτηση ενδοπρόθεσης (stent) χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                    |                      1 |            2.01 |      3.99000000 |     6.03000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Υ04Χα         |  Επεμβάσεις νεφρού ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για μη-νεοπλασία με σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                  |                      1 |            2.36 |     13.64000000 |     5.39428571 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Μ29Α          |  Ανακατασκευή ή αναθεώρηση πρόθεσης γόνατος                                                                                                                                                                                                                                                                                                                                                                         |                      1 |            1.90 |      0.10000000 |     3.80000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Φ26Μ          |  Άλλες επεμβάσεις για άλλους τραυματισμούς με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                            |                      1 |            2.46 |      0.00000000 |     2.46000000 |          0 |             0 |               1 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Μ10Χ          |  Λοιπές επεμβάσεις αυχένος-οσφύος - θώρακος χωρίς καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                       |                      1 |            1.91 |      0.00000000 |     1.91000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Θ24Μ          |  Ενδοκρινολογικές δυσλειτουργίες με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                      |                      1 |            1.83 |      0.00000000 |     1.83000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Υ23Μ          |  Λοιμώξεις νεφρού και ουροποιητικού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                   |                      1 |            1.56 |      0.00000000 |     1.56000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2024 | Π41Μ          |  Αιμορραγία γαστρεντερικού με καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                           |                      1 |            1.03 |      0.00000000 |     1.03000000 |          0 |             0 |               1 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Α02Χ          |  Λοιπές επεμβάσεις αναπνευστικού συστήματος χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                |                      1 |          683.00 |   -673.00000000 |  6830.00000000 |          0 |             0 |               1 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Φ64Χ          |  Άλλες διαγνώσεις τραυματισμού δηλητηρίασης και τοξικής επίδρασης χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                  |                      1 |          303.00 |   -290.00000000 |  3939.00000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Μ68Α          |  Μη χειρουργικές παθήσεις νωτιαιου σωλήνα μιας ημέρας θεραπειών                                                                                                                                                                                                                                                                                                                                                     |                      1 |          151.00 |   -141.00000000 |  1510.00000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Μ61Χ          |  Κατάγματα περιφερικού μηριαίου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                            |                      1 |          856.00 |   -850.00000000 |  1284.00000000 |          0 |             1 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Λ23Α          |  Άμβλωση χωρίς επέμβαση στο χειρουργείο                                                                                                                                                                                                                                                                                                                                                                             |                      1 |          265.00 |   -261.00000000 |  1060.00000000 |          0 |             1 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Υ20Χ          |  Νεφρική ανεπάρκεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                |                      1 |          584.00 |      0.00000000 |   584.00000000 |          0 |             0 |               1 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Κ04Χ          |  Επεμβάσεις σε καρδιακές βαλβίδες με εξωσωματική κυκλοφορία χωρίς επεμβατικό καρδιακό καθετηριασμό και χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                         |                      1 |            9.16 |      0.00000000 |     9.16000000 |          0 |             1 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Υ03Μα         |  Επεμβάσεις νεφρού ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για νεοπλασία με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                               |                      1 |            6.43 |      0.00000000 |     6.43000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Γ12Μ          |  Επέμβαση για κακοήθεια μήτρας και δευτερευόντων οργάνων με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                        |                      1 |            3.58 |      0.00000000 |     3.58000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Ν27Μα         |  Εκφυλιστικά νοσήματα-διαταραχές νευρικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                  |                      1 |            2.53 |      0.00000000 |     2.53000000 |          0 |             1 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Θ06Χ          |  Επεμβάσεις του θυρεοειδούς χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                        |                      1 |            1.58 |      1.42000000 |     2.37000000 |          0 |             1 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Α30Μ          |  Υλακώδης βήχας και οξεία βρογχιολίτιδα με συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                       |                      1 |            1.33 |      5.67000000 |     1.86200000 |          0 |             0 |               0 |           1 |
| Πνευμονολογική Κλινική                                   | 2024 | Ν30Μβ         |  Αγγειακό εγκεφαλικό επεισόδιο και άλλες αγγειακές εγκεφαλικές δυσλειτουργίες με σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                         |                      1 |            1.86 |      0.00000000 |     1.86000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2024 | Μ72Μ          |  Ειδικές παθήσεις μυών - τενόντων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                     |                      1 |            1.68 |      0.00000000 |     1.68000000 |          0 |             0 |               1 |           0 |
